target,implementation_mode,paper_mode,repeat,run_id,sample_index,ts,execs_done,execs_per_sec,paths_total,bitmap_cvg,unique_crashes,unique_hangs,recipe_hits,recipe_misses
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,111,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,112,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,113,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,114,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,115,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,116,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,117,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,118,1779372492,9124550,151946.680000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,01,p1_e1_cjson_baseline-afl_r01,119,1779372552,18136373,151062.170000,0,21.840000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,0,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,1,1779372432,188,188000.000000,0,14.820000,0,0,0,0
cjson_parser,baseline-afl,AFL++ default,02,p1_e1_cjson_baseline-afl_r02,2,1779372432,188,188000.000000,0,14.820000,0,0,0,0
